creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Thomas Georg Driendl,1849-04-02T00:00:00Z,1916-02-01T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Niterói,,"-22.883333333333, -43.103611111111"
Max Wislicenus,1861-07-17T00:00:00Z,1957-05-25T00:00:00Z,Weimar,Point(11.316666666 50.983333333),"50.983333333333, 11.316666666667",Pillnitz,,"51.012777777778, 13.872777777778"
Dora Hitz,1856-03-30T00:00:00Z,1924-11-20T00:00:00Z,Altdorf bei Nürnberg,Point(11.356944444 49.3875),"49.3875, 11.356944444444",Berlin,,"52.516666666667, 13.383333333333"
Wolfgang Willrich,1897-03-31T00:00:00Z,1948-10-18T00:00:00Z,Göttingen,Point(9.935555555 51.533888888),"51.533888888889, 9.9355555555556",Göttingen,,"51.533888888889, 9.9355555555556"
Nicola Marschall,1829-03-16T00:00:00Z,1917-02-24T00:00:00Z,Saint-Wendel,Point(7.166666666 49.466666666),"49.466666666667, 7.1666666666667",Louisville,,"38.254166666667, -85.760277777778"
Fritz Grasshoff,1913-12-09T00:00:00Z,1997-02-09T00:00:00Z,Quedlinbourg,Point(11.147222222 51.791666666),"51.791666666667, 11.147222222222",Hudson,,"45.45, -74.15"
Maurice Utrillo,1883-12-26T00:00:00Z,1955-11-05T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Dax,,"43.706944444444, -1.0513888888889"
George Grosz,1893-07-26T00:00:00Z,1959-07-06T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Berlin-Ouest,,"52.53333333, 13.16666667"
George Grosz,1893-07-26T00:00:00Z,1959-07-06T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Berlin-Ouest,,"52.5333, 13.1667"
Hugo Steiner-Prag,1880-12-12T00:00:00Z,1945-09-10T00:00:00Z,Prague,Point(14.421388888 50.088611111),"50.088611111111, 14.421388888889",New York,,"40.67, -73.94"
Josef Hegenbarth,1884-06-15T00:00:00Z,1962-07-27T00:00:00Z,Česká Kamenice,Point(14.417784557 50.797877961),"50.797877961013, 14.417784557033",Dresde,,"51.033333333333, 13.733333333333"
Frederick Kiesler,1890-09-22T00:00:00Z,1965-12-27T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",New York,,"40.67, -73.94"
Vassili Sourikov,1848-01-24T00:00:00Z,1916-03-19T00:00:00Z,Krasnoïarsk,Point(92.866666666 56.016666666),"56.016666666667, 92.866666666667",Moscou,,"55.755833333333, 37.617777777778"
JoKarl Huber,1902-01-01T00:00:00Z,1996-01-01T00:00:00Z,Weikersheim,Point(9.899166666 49.481666666),"49.481666666667, 9.8991666666667",Seeshaupt,,"47.824444444444, 11.300833333333"
Bertha Zillessen,1872-10-17T00:00:00Z,1936-01-13T00:00:00Z,Rheydt,Point(6.45 51.166666666),"51.166666666667, 6.45",Bautzen,,"51.181388888889, 14.423888888889"
Curt Stoeving,1863-03-06T00:00:00Z,1939-12-06T00:00:00Z,Leipzig,Point(12.383333333 51.333333333),"51.333333333333, 12.383333333333",Berlin,,"52.516666666667, 13.383333333333"
Hans Kiewning,1864-08-20T00:00:00Z,1939-07-13T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),"54.716666666667, 20.516666666667",Bad Reichenhall,,"47.724722222222, 12.876944444444"
Erwin Nöbbe,1883-03-29T00:00:00Z,1948-03-03T00:00:00Z,Flensbourg,Point(9.436666666 54.781944444),"54.781944444444, 9.4366666666667",Flensbourg,,"54.781944444444, 9.4366666666667"
Alfred Keller,1875-06-17T00:00:00Z,1945-03-08T00:00:00Z,Graz,Point(15.433333333 47.066666666),"47.066666666667, 15.433333333333",Krems an der Donau,,"48.416666666667, 15.616666666667"
Marie Goslich,1859-02-24T00:00:00Z,1938-01-01T00:00:00Z,Francfort-sur-l'Oder,Point(14.55 52.35),"52.35, 14.55",Q774663,,"52.448817, 15.618889"
Rudolf Hausner,1914-12-04T00:00:00Z,1995-02-25T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Mödling,,"48.085555555556, 16.283055555556"
Otto Gentil,1892-01-01T00:00:00Z,1969-01-01T00:00:00Z,Aschaffenbourg,Point(9.15 49.966666666),"49.966666666667, 9.15",Aschaffenbourg,,"49.966666666667, 9.15"
Frederick Kiesler,1890-09-22T00:00:00Z,1965-12-27T00:00:00Z,Tchernivtsi,Point(25.934444444 48.290833333),"48.290833333333, 25.934444444444",New York,,"40.67, -73.94"
Heinrich Krause,1885-06-09T00:00:00Z,1983-07-30T00:00:00Z,Rodaun,Point(16.2422 48.1328),"48.1328, 16.2422",Vienne,,"48.20833, 16.373064"
Wilhelm Busch,1832-04-15T00:00:00Z,1908-01-09T00:00:00Z,Wiedensahl,Point(9.119444444 52.3825),"52.3825, 9.1194444444444",Mechtshausen,,"51.9197, 10.1117"
Walter Schnackenberg,1880-05-02T00:00:00Z,1961-01-10T00:00:00Z,Bad Lauterberg im Harz,Point(10.470555555 51.631666666),"51.631666666667, 10.470555555556",Rosenheim,,"47.856111111111, 12.128888888889"
Oskar von Alvensleben,1831-02-18T00:00:00Z,1903-02-05T00:00:00Z,Teutschenthal,Point(11.8 51.45),"51.45, 11.8",Dresde,,"51.033333333333, 13.733333333333"
Peter Bücken,1830-03-16T00:00:00Z,1915-08-09T00:00:00Z,Burtscheid,Point(6.112222 50.765556),"50.765556, 6.112222",Aix-la-Chapelle,,"50.774167, 6.0825"
Rudolf Bergander,1909-05-22T00:00:00Z,1970-04-10T00:00:00Z,Meißen,Point(13.4775 51.163611111),"51.163611111111, 13.4775",Dresde,,"51.033333333333, 13.733333333333"
Siegfried Schott,1897-08-20T00:00:00Z,1971-10-29T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Innsbruck,,"47.266666666667, 11.383333333333"
Adelbert Niemeyer,1867-04-15T00:00:00Z,1932-07-21T00:00:00Z,Warburg,Point(9.14 51.488055555),"51.488055555556, 9.14",Munich,,"48.133333333333, 11.566666666667"
Rockwell Kent,1882-06-21T00:00:00Z,1971-03-13T00:00:00Z,Tarrytown,Point(-73.859722222 41.069166666),"41.069166666667, -73.859722222222",Plattsburgh,,"44.695277777778, -73.458333333333"
Franz Xaver Zettler,1841-08-21T00:00:00Z,1916-03-27T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Munich,,"48.133333333333, 11.566666666667"
Emil Zeiß,1833-07-02T00:00:00Z,1910-04-14T00:00:00Z,Hörste,Point(8.75349 51.9461),"51.9461, 8.75349",Schwalenberg,,"51.8769, 9.19762"
Georg Macco,1863-03-23T00:00:00Z,1933-04-20T00:00:00Z,Aix-la-Chapelle,Point(6.0825 50.774167),"50.774167, 6.0825",Gênes,,"44.407186111111, 8.9339833333333"
Alexander Frenz,1861-10-13T00:00:00Z,1941-04-14T00:00:00Z,Rheydt,Point(6.45 51.166666666),"51.166666666667, 6.45",Düsseldorf,,"51.216666666667, 6.8166666666667"
Zygmunt Ajdukiewicz,1861-01-01T00:00:00Z,1917-01-01T00:00:00Z,Tarnobrzeg,Point(21.683333333 50.583333333),"50.583333333333, 21.683333333333",Vienne,,"48.20833, 16.373064"
Sophie Taeuber-Arp,1889-01-19T00:00:00Z,1943-01-13T00:00:00Z,Davos,Point(9.833055555 46.799722222),"46.799722222222, 9.8330555555556",Zurich,,"47.378611111111, 8.54"
Zofia Stankiewicz,1862-09-14T00:00:00Z,1955-10-04T00:00:00Z,Q4401844,Point(28.268055555 50.094722222),"50.094722222222, 28.268055555556",Varsovie,,"52.216666666667, 21.033333333333"
Dino Buzzati,1906-10-16T00:00:00Z,1972-01-28T00:00:00Z,Belluno,Point(12.215561111 46.140830555),"46.140830555556, 12.215561111111",Milan,,"45.464161, 9.190336"
Augusto Daolio,1947-02-18T00:00:00Z,1992-10-07T00:00:00Z,Novellara,Point(10.733333333 44.85),"44.85, 10.733333333333",Novellara,,"44.85, 10.733333333333"
Alexandra Exter,1882-01-06T00:00:00Z,1949-03-17T00:00:00Z,Białystok,Point(23.166666666 53.116666666),"53.133333333333, 23.166666666667",Fontenay-aux-Roses,,"48.789166666667, 2.2855555555556"
Alexandra Exter,1882-01-06T00:00:00Z,1949-03-17T00:00:00Z,Białystok,Point(23.166666666 53.116666666),"53.116666666667, 23.166666666667",Fontenay-aux-Roses,,"48.789166666667, 2.2855555555556"
Amélie Helga Lundahl,1850-05-26T00:00:00Z,1914-08-20T00:00:00Z,Oulu,Point(25.466666666 65.016666666),"65.016666666667, 25.466666666667",Helsinki,,"60.173333333333, 24.948611111111"
John Seymour Lucas,1849-12-21T00:00:00Z,1923-05-08T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Londres,,"51.507222222222, -0.1275"
Thomas Theodor Heine,1867-02-28T00:00:00Z,1948-01-26T00:00:00Z,Leipzig,Point(12.383333333 51.333333333),"51.333333333333, 12.383333333333",Stockholm,,"59.329444444444, 18.068611111111"
Wilhelm Tho?ny,1888-02-10T00:00:00Z,1949-05-01T00:00:00Z,Graz,Point(15.433333333 47.066666666),"47.066666666667, 15.433333333333",New York,,"40.67, -73.94"
Laszlo Peri,1899-06-13T00:00:00Z,1967-01-19T00:00:00Z,Budapest,Point(19.040833333 47.498333333),"47.498333333333, 19.040833333333",Londres,,"51.507222222222, -0.1275"
Menachem Birnbaum,1893-03-13T00:00:00Z,1944-01-01T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Auschwitz,,"50.035833, 19.178333"
Bertalan Székely,1835-05-08T00:00:00Z,1910-08-21T00:00:00Z,Cluj-Napoca,Point(23.559444444 46.78),"46.78, 23.559444444444",Cinkota,,"47.52, 19.22"
Oto Bihalji-Merin,1904-01-03T00:00:00Z,1993-12-22T00:00:00Z,Zemun,Point(20.4 44.85),"44.85, 20.4",Belgrade,,"44.816666666667, 20.466666666667"
Maurice Prendergast,1858-10-10T00:00:00Z,1924-02-01T00:00:00Z,Saint-Jean de Terre-Neuve,Point(-52.707222222 47.5675),"47.5675, -52.707222222222",New York,,"40.67, -73.94"
Fred Uhlman,1901-01-19T00:00:00Z,1985-04-11T00:00:00Z,Stuttgart,Point(9.1775 48.776111111),"48.776111111111, 9.1775",Londres,,"51.507222222222, -0.1275"
Zoltán Kemény,1907-03-21T00:00:00Z,1965-06-14T00:00:00Z,Hunyad,Point(22.9 45.88333333),"45.88333333, 22.9",Zurich,,"47.378611111111, 8.54"
Ernesto de Fiori,1884-12-12T00:00:00Z,1945-04-24T00:00:00Z,Rome,Point(12.482777777 41.893055555),"41.893055555556, 12.482777777778",São Paulo,,"-23.5, -46.61667"
Alice Rahon,1904-06-08T00:00:00Z,1987-01-01T00:00:00Z,Chenecey-Buillon,Point(5.959166666 47.14),"47.14, 5.9591666666667",Mexico,,"19.419444444444, -99.145555555556"
Donald Judd,1928-06-03T00:00:00Z,1994-02-12T00:00:00Z,Excelsior Springs,Point(-94.230833333 39.341388888),"39.341388888889, -94.230833333333",État de New York,,"43, -75"
Maurice de Vlaminck,1876-04-04T00:00:00Z,1958-10-11T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Rueil-la-Gadelière,,"48.714722222222, 0.97638888888889"
René-Maria Burlet,1907-07-09T00:00:00Z,1994-11-05T00:00:00Z,Albertville,Point(6.3925 45.675833333),"45.675833333333, 6.3925",Chambéry,,"45.566388888889, 5.9208333333333"
Hannah Wilke,1940-03-07T00:00:00Z,1993-01-28T00:00:00Z,New York,Point(-73.94 40.67),"40.67, -73.94",New York,,"40.67, -73.94"
Sigmund Menkès,1896-05-06T00:00:00Z,1986-08-20T00:00:00Z,Lviv,Point(24.014166666 49.83),"49.83, 24.014166666667",New York,,"40.67, -73.94"
Maria Elena Vieira da Silva,1908-06-13T00:00:00Z,1992-03-06T00:00:00Z,Lisbonne,Point(-9.166666666 38.716666666),"38.716666666667, -9.1666666666667",Paris,,"48.856577777778, 2.3518277777778"
Zofia Stryjeńska,1891-05-13T00:00:00Z,1976-02-28T00:00:00Z,Cracovie,Point(19.95 50.066666666),"50.066666666667, 19.95",Genève,,"46.2, 6.15"
Ángel Zárraga,1886-08-16T00:00:00Z,1946-09-22T00:00:00Z,Durango,Point(-104.654444444 24.022777777),"24.022777777778, -104.65444444444",Cuernavaca,,"18.918611111111, -99.234166666667"
Luis Barragán,1902-03-09T00:00:00Z,1988-11-22T00:00:00Z,Guadalajara,Point(-103.351944444 20.666111111),"20.666111111111, -103.35194444444",Mexico,,"19.419444444444, -99.145555555556"
Lawrence Alma-Tadema,1836-01-08T00:00:00Z,1912-06-25T00:00:00Z,Dronryp,Point(5.6447 53.1944),"53.1944, 5.6447",Wiesbaden,,"50.082083333333, 8.2413611111111"
Valentin Serov,1865-01-19T00:00:00Z,1911-12-05T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),"59.95, 30.316666666667",Moscou,,"55.755833333333, 37.617777777778"
Heinrich Brocksieper,1898-04-15T00:00:00Z,1968-04-24T00:00:00Z,Hagen,Point(7.475 51.359444444),"51.359444444444, 7.475",Hagen,,"51.359444444444, 7.475"
Ko Cossaar,1874-08-08T00:00:00Z,1966-11-25T00:00:00Z,Amsterdam,Point(4.9 52.383333333),"52.383333333333, 4.9",La Haye,,"52.084166666667, 4.3175"
Enrique del Moral,1906-01-20T00:00:00Z,1987-06-11T00:00:00Z,Irapuato,Point(-101.3475 20.674166666),"20.674166666667, -101.3475",Mexico,,"19.419444444444, -99.145555555556"
Dora Carrington,1893-03-29T00:00:00Z,1932-03-11T00:00:00Z,Hereford,Point(-2.716111111 52.056388888),"52.056388888889, -2.7161111111111",Newbury,,"51.4009, -1.3235"
Árpád Szenes,1897-05-06T00:00:00Z,1985-01-16T00:00:00Z,Budapest,Point(19.040833333 47.498333333),"47.498333333333, 19.040833333333",Paris,,"48.856577777778, 2.3518277777778"
María de la Paz de Bourbon,1862-06-23T00:00:00Z,1946-12-04T00:00:00Z,Madrid,Point(-3.691944444 40.418888888),"40.418888888889, -3.6919444444444",Munich,,"48.133333333333, 11.566666666667"
Zygmunt Waliszewski,1897-12-01T00:00:00Z,1936-10-05T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),"59.95, 30.316666666667",Cracovie,,"50.066666666667, 19.95"
Max Oppenheimer,1885-07-01T00:00:00Z,1954-10-19T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",New York,,"40.67, -73.94"
Hilla de Rebay,1890-05-31T00:00:00Z,1967-09-27T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),"48.573333333333, 7.7522222222222",Connecticut,,"41.6, -72.7"
Anna Ancher,1859-08-18T00:00:00Z,1935-04-15T00:00:00Z,Skagen,Point(10.587777777 57.722222222),"57.722222222222, 10.587777777778",Skagen,,"57.722222222222, 10.587777777778"
Émile Hamonic,1861-08-26T00:00:00Z,1943-07-24T00:00:00Z,Moncontour,Point(-2.633055555 48.359166666),"48.359166666667, -2.6330555555556",Saint-Brieuc,,"48.513611111111, -2.7602777777778"
Hans Feibusch,1898-08-15T00:00:00Z,1998-07-18T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),"50.113611111111, 8.6797222222222",Londres,,"51.507222222222, -0.1275"
Zoia Korvin-Krukovsky,1903-01-18T00:00:00Z,1999-11-22T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),"59.95, 30.316666666667",Stockholm,,"59.329444444444, 18.068611111111"
Oskar Zwintscher,1870-05-02T00:00:00Z,1916-02-12T00:00:00Z,Leipzig,Point(12.383333333 51.333333333),"51.333333333333, 12.383333333333",Dresde,,"51.033333333333, 13.733333333333"
Ásgrímur Jónsson,1876-03-04T00:00:00Z,1958-04-05T00:00:00Z,Islande,Point(-17.986666666 64.830555555),"64.830555555556, -17.986666666667",Reykjavik,,"64.15, -21.883333333333"
Grant Wood,1891-02-13T00:00:00Z,1942-02-12T00:00:00Z,Anamosa,Point(-91.281388888 42.108888888),"42.108888888889, -91.281388888889",Iowa City,,"41.655833333333, -91.525"
Ignasi Pinazo i Camarlench,1849-01-11T00:00:00Z,1916-10-18T00:00:00Z,Valence,Point(-0.375 39.466666666),"39.466666666667, -0.375",Godella,,"39.5183728, -0.4103159"
Uriel Birnbaum,1894-11-13T00:00:00Z,1956-12-09T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Amersfoort,,"52.15, 5.38"
John Gutmann,1905-05-28T00:00:00Z,1998-06-12T00:00:00Z,Wrocław,Point(17.03533 51.10773),"51.10773, 17.03533",San Francisco,,"37.766667, -122.433333"
Josef Lada,1887-12-17T00:00:00Z,1957-12-14T00:00:00Z,Hrusice,Point(14.73811669 49.909917467),"49.909917467267, 14.738116690077",Prague,,"50.088611111111, 14.421388888889"
Henri Alphonse Barnoin,1882-07-07T00:00:00Z,1935-01-01T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Paris,,"48.856577777778, 2.3518277777778"
SȘtefan Dimitrescu,1886-01-18T00:00:00Z,1933-05-22T00:00:00Z,Huși,Point(28.064722222 46.673055555),"46.673055555556, 28.064722222222",Iași,,"47.162222222222, 27.588888888889"
Helmut Kolle,1899-02-24T00:00:00Z,1931-11-17T00:00:00Z,Charlottenburg,Point(13.3 52.516666666),"52.516666666667, 13.3",Chantilly,,"49.186944444444, 2.4608333333333"
Heinrich Nauen,1880-06-01T00:00:00Z,1940-11-26T00:00:00Z,Krefeld,Point(6.566666666 51.333333333),"51.333333333333, 6.5666666666667",Kalkar,,"51.738888888889, 6.2925"
Jan Toorop,1858-12-20T00:00:00Z,1928-03-03T00:00:00Z,kabupaten de Purworejo,Point(109.96667 -7.7),"-7.7166666666667, 110.01666666667",La Haye,,"52.084166666667, 4.3175"
Jan Toorop,1858-12-20T00:00:00Z,1928-03-03T00:00:00Z,kabupaten de Purworejo,Point(109.96667 -7.7),"-7.7, 109.96667",La Haye,,"52.084166666667, 4.3175"
Marianne von Werefkin,1860-09-11T00:00:00Z,1938-02-06T00:00:00Z,Toula,Point(37.616666666 54.2),"54.2, 37.616666666667",Ascona,,"46.15, 8.7666666666667"
Adolf Fischer,1856-05-18T00:00:00Z,1908-02-23T00:00:00Z,Linz,Point(14.283333333 48.3),"48.3, 14.283333333333",Linz,,"48.3, 14.283333333333"
Fritz Stuckenberg,1881-08-16T00:00:00Z,1944-05-18T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Füssen,,"47.566666666667, 10.7"
Clarence Decatur Howe,1886-01-15T00:00:00Z,1960-12-31T00:00:00Z,Waltham,Point(-71.235005 42.380596),"42.380596, -71.235005",Montréal,,"45.508056, -73.555"
Charles Maurin,1856-04-01T00:00:00Z,1914-07-22T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),"45.043333333333, 3.885",Grasse,,"43.658055555556, 6.9252777777778"
Qi Baishi,1864-01-01T00:00:00Z,1957-09-16T00:00:00Z,Xiangtan,Point(112.92283 27.84306),"27.84306, 112.92283",Pékin,,"39.905, 116.39138888889"
Felice Carena,1879-08-13T00:00:00Z,1966-06-10T00:00:00Z,Cumiana,Point(7.366666666 44.983333333),"44.983333333333, 7.3666666666667",Venise,,"45.439722222222, 12.331944444444"
Edgard Tytgat,1879-04-28T00:00:00Z,1957-01-11T00:00:00Z,Bruxelles,Point(4.3525 50.846666666),"50.846666666667, 4.3525",Woluwe-Saint-Lambert,,"50.85, 4.4166666666667"
Marie-Thérèse Walter,1909-07-13T00:00:00Z,1977-10-20T00:00:00Z,Le Perreux-sur-Marne,Point(2.503611111 48.842222222),"48.842222222222, 2.5036111111111",Juan-les-Pins,,"43.571111111111, 7.1094444444444"
Karin Larsson,1859-10-03T00:00:00Z,1928-02-18T00:00:00Z,Örebro,Point(15.216666666 59.266666666),"59.266666666667, 15.216666666667",Paroisse de Fogdö,,"59.42333333, 16.8975"
Henry Scott Tuke,1858-06-12T00:00:00Z,1929-03-13T00:00:00Z,York,Point(-1.083333333 53.95),"53.95, -1.0833333333333",Falmouth,,"50.15, -5.0666666666667"
Ana Mendieta,1948-11-18T00:00:00Z,1985-09-08T00:00:00Z,La Havane,Point(-82.383333333 23.116666666),"23.116666666667, -82.383333333333",Manhattan,,"40.728333333333, -73.994166666667"
Santiago Rusiñol,1861-02-25T00:00:00Z,1931-06-13T00:00:00Z,Barcelone,Point(2.176944444 41.3825),"41.3825, 2.1769444444444",Aranjuez,,"40.033333333333, -3.6027777777778"
Oskar Kallis,1892-11-23T00:00:00Z,1918-01-01T00:00:00Z,Tallinn,Point(24.745 59.437222222),"59.437222222222, 24.745",Yalta,,"44.499444444444, 34.155277777778"
Lorenz Frølich,1820-10-25T00:00:00Z,1908-10-25T00:00:00Z,Copenhague,Point(12.568888888 55.676111111),"55.676111111111, 12.568888888889",Copenhague,,"55.676111111111, 12.568888888889"
Jan Toorop,1858-12-20T00:00:00Z,1928-03-03T00:00:00Z,kabupaten de Purworejo,Point(110.016666666 -7.716666666),"-7.7166666666667, 110.01666666667",La Haye,,"52.084166666667, 4.3175"
Jan Toorop,1858-12-20T00:00:00Z,1928-03-03T00:00:00Z,kabupaten de Purworejo,Point(110.016666666 -7.716666666),"-7.7, 109.96667",La Haye,,"52.084166666667, 4.3175"
Clara Westhoff,1878-11-21T00:00:00Z,1954-03-09T00:00:00Z,Brême,Point(8.808888888 53.076944444),"53.076944444444, 8.8088888888889",Fischerhude,,"53.1167, 9.05833"
Leonor Fini,1908-08-30T00:00:00Z,1996-01-18T00:00:00Z,Buenos Aires,Point(-58.381944444 -34.599722222),"-34.599722222222, -58.381944444444",Paris,,"48.856577777778, 2.3518277777778"
Kazimierz Stabrowski,1869-11-21T00:00:00Z,1929-06-10T00:00:00Z,Navahroudak,Point(25.816666666 53.583333333),"53.583333333333, 25.816666666667",Garwolin,,"51.9, 21.633333333333"
Igor' Vital'evič Savickij,1915-08-04T00:00:00Z,1984-07-27T00:00:00Z,Kiev,Point(30.523611111 50.45),"50.45, 30.523611111111",Moscou,,"55.755833333333, 37.617777777778"
Kosta Khetagourov,1859-10-15T00:00:00Z,1906-04-01T00:00:00Z,Nar,Point(44.017222222 42.678888888),"42.678888888889, 44.017222222222",Q4413939,,"43.801944444444, 41.915"
Gabriele Münter,1877-02-19T00:00:00Z,1962-05-19T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Murnau am Staffelsee,,"47.683333333333, 11.2"
William Pimm,1864-12-10T00:00:00Z,1952-01-01T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Miami,,"25.783333333333, -80.216666666667"
Vasilij Dmitrievic Ermilov,1894-03-21T00:00:00Z,1968-01-06T00:00:00Z,Kharkiv,Point(36.229166666 50.0),"50, 36.229166666667",Kharkiv,,"50, 36.229166666667"
Elfriede Lohse-Wächtler,1899-12-04T00:00:00Z,1940-07-31T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Pirna,,"50.962222222222, 13.940277777778"
Jean Neuberth,1915-11-01T00:00:00Z,1996-03-16T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Chantilly,,"49.186944444444, 2.4608333333333"
Karel Svolinský,1896-01-14T00:00:00Z,1986-09-16T00:00:00Z,Svatý Kopeček,Point(17.34444444 49.63027778),"49.63027778, 17.34444444",Prague,,"50.088611111111, 14.421388888889"
Varvara Stepanova,1894-11-04T00:00:00Z,1958-05-20T00:00:00Z,Kaunas,Point(23.933333333 54.9),"54.9, 23.933333333333",Moscou,,"55.755833333333, 37.617777777778"
Jean Béraud,1849-01-12T00:00:00Z,1935-10-04T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),"59.95, 30.316666666667",Paris,,"48.856577777778, 2.3518277777778"
André Lhote,1885-07-05T00:00:00Z,1962-01-24T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),"44.837777777778, -0.57944444444444",Paris,,"48.856577777778, 2.3518277777778"
Marcel Janco,1895-05-24T00:00:00Z,1984-04-21T00:00:00Z,Bucarest,Point(26.083333333 44.4),"44.4, 26.083333333333",Israël,,"31.75, 35"
Jean Alexandru Steriadi,1880-10-29T00:00:00Z,1956-11-23T00:00:00Z,Bucarest,Point(26.083333333 44.4),"44.4, 26.083333333333",Bucarest,,"44.4, 26.083333333333"
Marg Moll,1884-08-02T00:00:00Z,1977-03-15T00:00:00Z,Mühlhausen,Point(10.45 51.216666666),"51.216666666667, 10.45",Munich,,"48.133333333333, 11.566666666667"
Kazimierz Alchimowicz,1840-12-20T00:00:00Z,1916-12-31T00:00:00Z,Vëska Dubrava,Point(25.049227 53.55732),"53.55732, 25.049227",Varsovie,,"52.216666666667, 21.033333333333"
Luis Arenal Bastar,1908-01-01T00:00:00Z,1985-05-07T00:00:00Z,Teapa,Point(-92.7508 17.5353),"17.5353, -92.7508",Mexico,,"19.419444444444, -99.145555555556"
María Izquierdo,1902-10-30T00:00:00Z,1955-12-03T00:00:00Z,San Juan de los Lagos,Point(-102.330833333 21.245833333),"21.245833333333, -102.33083333333",Mexico,,"19.419444444444, -99.145555555556"
Giacomo Balla,1871-07-18T00:00:00Z,1958-03-01T00:00:00Z,Turin,Point(7.7 45.066666666),"45.066666666667, 7.7",Rome,,"41.893055555556, 12.482777777778"
Alberto Burri,1915-03-12T00:00:00Z,1995-02-13T00:00:00Z,Città di Castello,Point(12.231388888 43.47),"43.47, 12.231388888889",Nice,,"43.701944444444, 7.2683333333333"
Hannah Höch,1889-11-01T00:00:00Z,1978-05-31T00:00:00Z,Gotha,Point(10.718333333 50.948888888),"50.948888888889, 10.718333333333",Berlin-Ouest,,"52.53333333, 13.16666667"
Hannah Höch,1889-11-01T00:00:00Z,1978-05-31T00:00:00Z,Gotha,Point(10.718333333 50.948888888),"50.948888888889, 10.718333333333",Berlin-Ouest,,"52.5333, 13.1667"
Marie Vassilieff,1884-02-12T00:00:00Z,1957-05-14T00:00:00Z,Smolensk,Point(32.045277777 54.782777777),"54.782777777778, 32.045277777778",Nogent-sur-Marne,,"48.836666666667, 2.4825"
Johannes Josephus Aarts,1871-08-18T00:00:00Z,1934-10-19T00:00:00Z,La Haye,Point(4.3175 52.084166666),"52.084166666667, 4.3175",Amsterdam,,"52.383333333333, 4.9"
Francis Bott,1904-03-08T00:00:00Z,1998-11-07T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),"50.113611111111, 8.6797222222222",Lugano,,"46.010277777778, 8.9625"
Maurice Galbraith Cullen,1866-06-06T00:00:00Z,1934-03-08T00:00:00Z,Saint-Jean de Terre-Neuve,Point(-52.707222222 47.5675),"47.5675, -52.707222222222",Chambly,,"45.45, -73.2833"
Fujishima Takeji,1867-10-15T00:00:00Z,1943-03-19T00:00:00Z,Kagoshima,Point(130.557222222 31.596666666),"31.596666666667, 130.55722222222",Tokyo,,"35.683889, 139.774444"
Lydia Lopokova,1892-10-21T00:00:00Z,1981-06-08T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),"59.95, 30.316666666667",Sussex de l'Est,,"50.916666666667, 0.33333333333333"
William Scott,1913-02-15T00:00:00Z,1989-12-28T00:00:00Z,Greenock,Point(-4.766666666 55.95),"55.95, -4.7666666666667",Bath,,"51.381389, -2.358611"
Ferdinand Springer,1907-10-01T00:00:00Z,1998-12-31T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Grasse,,"43.658055555556, 6.9252777777778"
